Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,sal,las,iptg,replicate,ChanStr
mScarletI,100,1594,0.44277777777777777,D9,6,AFU,565,595,naive_T7,0,0,10,3,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D10,15,AFU,565,595,naive_T7,0,0,30,3,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D11,15,AFU,565,595,naive_T7,0,0,100,3,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D12,8,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,E1,6,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,E2,5,AFU,565,595,mscar_diff,0,0,0,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,E3,7,AFU,565,595,mscar_diff,0,0.1,0,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,E4,9,AFU,565,595,mscar_diff,0,0.3,0,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,E5,12,AFU,565,595,mscar_diff,0,1,0,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,E6,14,AFU,565,595,mscar_diff,0,3,0,1,mScarletI100565595
